ticker,fund_name,issuer,column,existing_value,suggested_value,confidence
AZYY US,GRANITESHARES YIELDBOOST AMZN ETF,GraniteShares ETF Trust,underlier_name,AMZN US,AMZN,HIGH
AZYY US,GRANITESHARES YIELDBOOST AMZN ETF,GraniteShares ETF Trust,mechanism,physical,options,HIGH
BABO US,YIELDMAX BABA OPTION INCOME STRATEGY ETF,Tidal Trust II,underlier_name,BABA US,BABA,HIGH
BABO US,YIELDMAX BABA OPTION INCOME STRATEGY ETF,Tidal Trust II,mechanism,physical,options,HIGH
BABU US,DIREXION DAILY BABA BULL 2X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
BABW US,ROUNDHILL BABA WEEKLYPAY ETF,Roundhill ETF Trust,sub_strategy,Derivative Income > Covered Call,Derivative Income > 0DTE / Weekly,HIGH
BABW US,ROUNDHILL BABA WEEKLYPAY ETF,Roundhill ETF Trust,underlier_name,BABA US,BABA,HIGH
BABW US,ROUNDHILL BABA WEEKLYPAY ETF,Roundhill ETF Trust,mechanism,physical,swap,HIGH
BABX US,GRANITESHARES 2X LONG BABA DAILY ETF,GraniteShares ETF Trust,underlier_name,BABA US,BABA,HIGH
BABX US,GRANITESHARES 2X LONG BABA DAILY ETF,GraniteShares ETF Trust,mechanism,physical,swap,HIGH
BAGY US,AMPLIFY BITCOIN MAX INCOME COVERED CALL ETF,Amplify ETF Trust,primary_strategy,Income,Plain Beta,HIGH
BAGY US,AMPLIFY BITCOIN MAX INCOME COVERED CALL ETF,Amplify ETF Trust,sub_strategy,Derivative Income > Covered Call,Single-Access,HIGH
BAGY US,AMPLIFY BITCOIN MAX INCOME COVERED CALL ETF,Amplify ETF Trust,mechanism,physical,options,MEDIUM
BAIG US,LEVERAGE SHARES 2X LONG BBAI DAILY ETF,Themes ETF Trust,underlier_name,BBAI US,BBAI,HIGH
BAIG US,LEVERAGE SHARES 2X LONG BBAI DAILY ETF,Themes ETF Trust,mechanism,physical,swap,HIGH
BAIV US,BROWN ADVISORY INTERNATIONAL VALUE SELECT ETF,Advisors' Inner Circle Fund II,sub_strategy,Style,Broad,MEDIUM
BALI US,ISHARES U.S. LARGE CAP PREMIUM INCOME ACTIVE ETF,BlackRock ETF Trust,mechanism,physical,options,HIGH
BALQ US,ISHARES NASDAQ PREMIUM INCOME ACTIVE ETF,BlackRock ETF Trust,mechanism,physical,options,HIGH
BALT US,INNOVATOR DEFINED WEALTH SHIELD ETF,Innovator ETF Trust,mechanism,physical,options,HIGH
BAMA US,BROOKSTONE ACTIVE ETF,Northern Lights Fund Trust IV/,sub_strategy,Allocation,Broad,HIGH
BAMO US,BROOKSTONE OPPORTUNITIES ETF,Northern Lights Fund Trust IV/,sub_strategy,Allocation,Broad,HIGH
BAMY US,BROOKSTONE YIELD ETF,Northern Lights Fund Trust IV/,sub_strategy,Allocation,Broad,HIGH
BAPR US,INNOVATOR U.S. EQUITY BUFFER ETF APRIL,Innovator ETF Trust,mechanism,physical,options,HIGH
BAPR US,INNOVATOR U.S. EQUITY BUFFER ETF APRIL,Innovator ETF Trust,buffer_pct,9.0,500.0,HIGH
BAUG US,INNOVATOR U.S. EQUITY BUFFER ETF - AUGUST,Innovator ETF Trust,mechanism,physical,options,HIGH
BBB US,CYBER HORNET S&P 500 AND BITCOIN 75/25 STRATEGY ETF,Cyber Hornet Trust,underlier_name,crypto + traditional asset,Bitcoin,MEDIUM
BBB US,CYBER HORNET S&P 500 AND BITCOIN 75/25 STRATEGY ETF,Cyber Hornet Trust,concentration,single,basket,MEDIUM
BBC US,VIRTUS BIOTECH CLINICAL TRIALS ETF,ETFis Series Trust I/Virtus ET,sub_strategy,Broad,Sector,MEDIUM
BBH US,VANECK BIOTECH ETF,VanEck ETFs/USA,sub_strategy,Broad,Sector,MEDIUM
BBP US,VIRTUS BIOTECH ETF,ETFis Series Trust I/Virtus ET,sub_strategy,Broad,Sector,MEDIUM
BBSB US,JPMORGAN BETABUILDERS US TREASURY BOND 1-3 YEAR ETF,JP Morgan Exchange-Traded Fund,mechanism,physical,swap,HIGH
BBUP US,T-REX 2X LONG BBAI DAILY TARGET ETF,ETF Opportunities Trust/REX Sh,asset_class,Equity,Multi-Asset,HIGH
BBYY US,GRANITESHARES YIELDBOOST BABA ETF,GraniteShares ETF Trust,concentration,single,basket,MEDIUM
BBYY US,GRANITESHARES YIELDBOOST BABA ETF,GraniteShares ETF Trust,mechanism,physical,options,HIGH
BCCC US,GLOBAL X BITCOIN COVERED CALL ETF,Global X ETFs/USA,primary_strategy,Income,Plain Beta,HIGH
BCCC US,GLOBAL X BITCOIN COVERED CALL ETF,Global X ETFs/USA,sub_strategy,Derivative Income > Covered Call,Single-Access,HIGH
BCCC US,GLOBAL X BITCOIN COVERED CALL ETF,Global X ETFs/USA,underlier_name,BTC,Bitcoin,MEDIUM
BCCC US,GLOBAL X BITCOIN COVERED CALL ETF,Global X ETFs/USA,concentration,single,basket,MEDIUM
BCCC US,GLOBAL X BITCOIN COVERED CALL ETF,Global X ETFs/USA,mechanism,physical,options,MEDIUM
BCD US,ABRDN BLOOMBERG ALL COMMODITY LONGER DATED STRATEGY K-1 FREE ETF,Aberdeen Standard Investments,mechanism,physical,options,MEDIUM
BCDF US,HORIZON KINETICS BLOCKCHAIN DEVELOPMENT ETF,Horizon Kinetics ETF/US,asset_class,Equity,Crypto,HIGH
BCDF US,HORIZON KINETICS BLOCKCHAIN DEVELOPMENT ETF,Horizon Kinetics ETF/US,sub_strategy,Thematic,Single-Access,MEDIUM
BCI US,ABRDN BLOOMBERG ALL COMMODITY STRATEGY K-1 FREE ETF,Aberdeen Standard Investments,mechanism,physical,options,MEDIUM
BCOR US,GRAYSCALE BITCOIN ADOPTERS ETF,Grayscale Investments LLC/USA,asset_class,Equity,Crypto,HIGH
BCOR US,GRAYSCALE BITCOIN ADOPTERS ETF,Grayscale Investments LLC/USA,concentration,single,basket,MEDIUM
BCTK US,BARON TECHNOLOGY ETF,Baron ETF Trust,sub_strategy,Broad,Sector,MEDIUM
BDCX US,ETRACS QUARTERLY PAY 1.5X LEVERAGED MARKETVECTOR BDC LIQUID INDEX ETN,ETRACS ETNs/UBS AG/London/USA,direction,long,neutral,HIGH
BDCX US,ETRACS QUARTERLY PAY 1.5X LEVERAGED MARKETVECTOR BDC LIQUID INDEX ETN,ETRACS ETNs/UBS AG/London/USA,concentration,single,basket,MEDIUM
BDCX US,ETRACS QUARTERLY PAY 1.5X LEVERAGED MARKETVECTOR BDC LIQUID INDEX ETN,ETRACS ETNs/UBS AG/London/USA,mechanism,physical,swap,MEDIUM
BDDXF US,DB BASE METALS DOUBLE LONG EXCHANGE TRADED NOTES,DB ETNs/USA,mechanism,physical,swap,HIGH
BDEC US,INNOVATOR U.S. EQUITY BUFFER ETF -DECEMBER,Innovator ETF Trust,mechanism,physical,options,HIGH
BDRY US,BREAKWAVE DRY BULK SHIPPING ETF,Amplify Commodity Trust,mechanism,physical,options,MEDIUM
BDVL US,ISHARES DISCIPLINED VOLATILITY EQUITY ACTIVE ETF,iShares ETFs/USA,sub_strategy,Allocation,Broad,HIGH
BDYN US,ISHARES DYNAMIC EQUITY ACTIVE ETF,BlackRock ETF Trust,sub_strategy,Allocation,Broad,HIGH
BEDZ US,ADVISORSHARES HOTEL ETF,AdvisorShares ETFs/USA,sub_strategy,Thematic,Broad,LOW
BEG US,LEVERAGE SHARES 2X LONG BE DAILY ETF,Themes ETF Trust,underlier_name,BE US,BE,HIGH
BEG US,LEVERAGE SHARES 2X LONG BE DAILY ETF,Themes ETF Trust,mechanism,physical,swap,HIGH
BEGS US,RAREVIEW 2X BULL CRYPTOCURRENCY & PRECIOUS METALS ETF,Collaborative Investment Serie,concentration,single,basket,MEDIUM
BEGS US,RAREVIEW 2X BULL CRYPTOCURRENCY & PRECIOUS METALS ETF,Collaborative Investment Serie,mechanism,physical,swap,HIGH
BENJ US,HORIZON LANDMARK ETF,Horizon Funds,primary_strategy,Risk Mgmt,Plain Beta,HIGH
BENJ US,HORIZON LANDMARK ETF,Horizon Funds,sub_strategy,Alternatives,Broad,HIGH
BENJ US,HORIZON LANDMARK ETF,Horizon Funds,mechanism,physical,options,MEDIUM
BERZ US,MICROSECTORS FANG & INNOVATION -3X INVERSE LEVERAGED ETN,BMO ETNs/United States,concentration,single,basket,MEDIUM
BERZ US,MICROSECTORS FANG & INNOVATION -3X INVERSE LEVERAGED ETN,BMO ETNs/United States,mechanism,physical,swap,MEDIUM
BESF US,BASTION ENERGY ETF,EA Series Trust,sub_strategy,Broad,Sector,MEDIUM
BETE US,PROSHARES BITCOIN & ETHER EQUAL WEIGHT ETF,ProShares Trust,underlier_name,multi-token crypto,Bitcoin,MEDIUM
BETE US,PROSHARES BITCOIN & ETHER EQUAL WEIGHT ETF,ProShares Trust,concentration,single,basket,MEDIUM
BETE US,PROSHARES BITCOIN & ETHER EQUAL WEIGHT ETF,ProShares Trust,mechanism,physical,options,MEDIUM
BETH US,PROSHARES BITCOIN & ETHER MARKET CAP WEIGHT ETF,ProShares Trust,underlier_name,multi-token crypto,Bitcoin,MEDIUM
BETH US,PROSHARES BITCOIN & ETHER MARKET CAP WEIGHT ETF,ProShares Trust,concentration,single,basket,MEDIUM
BETH US,PROSHARES BITCOIN & ETHER MARKET CAP WEIGHT ETF,ProShares Trust,mechanism,physical,options,MEDIUM
BETZ US,ROUNDHILL SPORTS BETTING & IGAMING ETF,Listed Funds Trust,sub_strategy,Thematic,Broad,LOW
BEX US,TRADR 2X LONG BE DAILY ETF,Investment Managers Series Tru,underlier_name,BE US,BE,HIGH
BEX US,TRADR 2X LONG BE DAILY ETF,Investment Managers Series Tru,mechanism,physical,swap,HIGH
BEZ US,TRADR 2X SHORT BE DAILY ETF,Investment Managers Series Tru,mechanism,physical,swap,HIGH
BFAP US,FT VEST BITCOIN STRATEGY FLOOR15 ETF - APRIL,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
BFEB US,INNOVATOR U.S. EQUITY BUFFER ETF - FEBRUARY,Innovator ETF Trust,mechanism,physical,options,HIGH
BFEB US,INNOVATOR U.S. EQUITY BUFFER ETF - FEBRUARY,Innovator ETF Trust,buffer_pct,9.0,500.0,HIGH
BFJA US,FT VEST BITCOIN STRATEGY FLOOR15 ETF - JANUARY,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
BFJL US,FT VEST BITCOIN STRATEGY FLOOR15 ETF - JULY,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
BFLB US,BUFFERLABS US EQUITY DYNAMIC BUFFER ETF,EA Series Trust,mechanism,physical,options,HIGH
BFOC US,FT VEST BITCOIN STRATEGY FLOOR15 ETF - OCTOBER,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
BFRZ US,INNOVATOR EQUITY MANAGED 100 BUFFER ETF,Innovator ETF Trust,mechanism,physical,options,HIGH
BGLD US,FT VEST GOLD STRATEGY QUARTERLY BUFFER ETF,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
BGRO US,ISHARES LARGE CAP GROWTH ACTIVE ETF,BlackRock ETF Trust,mechanism,physical,options,MEDIUM
BHDG US,NICHOLAS BITCOIN TAIL ETF,Tidal Trust II,primary_strategy,Risk Mgmt,Plain Beta,HIGH
BHDG US,NICHOLAS BITCOIN TAIL ETF,Tidal Trust II,sub_strategy,Tail Risk,Single-Access,HIGH
BHDG US,NICHOLAS BITCOIN TAIL ETF,Tidal Trust II,concentration,single,basket,MEDIUM
BHDG US,NICHOLAS BITCOIN TAIL ETF,Tidal Trust II,mechanism,physical,options,MEDIUM
BIB US,PROSHARES ULTRA NASDAQ BIOTECHNOLOGY,ProShares Trust,direction,long,neutral,HIGH
BIB US,PROSHARES ULTRA NASDAQ BIOTECHNOLOGY,ProShares Trust,mechanism,physical,swap,HIGH
BIDG US,LEVERAGE SHARES 2X LONG BIDU DAILY ETF,Themes ETF Trust,underlier_name,BIDU US,BIDU,HIGH
BIDG US,LEVERAGE SHARES 2X LONG BIDU DAILY ETF,Themes ETF Trust,mechanism,physical,swap,HIGH
BIGY US,YIELDMAX TARGET 12 BIG 50 OPTION INCOME ETF,Tidal Trust II,mechanism,physical,options,HIGH
BILD US,NOMURA GLOBAL LISTED INFRASTRUCTURE ETF,Nomura ETF Trust,sub_strategy,Thematic,Broad,MEDIUM
BIS US,PROSHARES ULTRASHORT NASDAQ BIOTECHNOLOGY,ProShares Trust,sub_strategy,Short,Long,HIGH
BIS US,PROSHARES ULTRASHORT NASDAQ BIOTECHNOLOGY,ProShares Trust,direction,short,neutral,HIGH
BIS US,PROSHARES ULTRASHORT NASDAQ BIOTECHNOLOGY,ProShares Trust,mechanism,physical,swap,HIGH
BITC US,BITWISE TRENDWISE BITCOIN AND TREASURIES ROTATION STRATEGY ETF,Bitwise Funds Trust,underlier_name,crypto + traditional asset,Bitcoin,MEDIUM
BITC US,BITWISE TRENDWISE BITCOIN AND TREASURIES ROTATION STRATEGY ETF,Bitwise Funds Trust,concentration,single,basket,MEDIUM
BITC US,BITWISE TRENDWISE BITCOIN AND TREASURIES ROTATION STRATEGY ETF,Bitwise Funds Trust,mechanism,physical,options,MEDIUM
BITI US,PROSHARES SHORT BITCOIN ETF,ProShares Trust,underlier_name,XBTUSD Curncy,Bitcoin,HIGH
BITI US,PROSHARES SHORT BITCOIN ETF,ProShares Trust,mechanism,physical,swap,MEDIUM
BITK US,TUTTLE CAPITAL BITCOIN 0DTE COVERED CALL ETF,ETF Opportunities Trust/Tuttle,primary_strategy,Income,Plain Beta,HIGH
BITK US,TUTTLE CAPITAL BITCOIN 0DTE COVERED CALL ETF,ETF Opportunities Trust/Tuttle,sub_strategy,Derivative Income > Covered Call,Single-Access,HIGH
BITK US,TUTTLE CAPITAL BITCOIN 0DTE COVERED CALL ETF,ETF Opportunities Trust/Tuttle,underlier_name,IBIT US,Bitcoin,HIGH
BITK US,TUTTLE CAPITAL BITCOIN 0DTE COVERED CALL ETF,ETF Opportunities Trust/Tuttle,mechanism,physical,options,MEDIUM
BITO US,PROSHARES BITCOIN ETF,ProShares Trust,concentration,single,basket,MEDIUM
BITO US,PROSHARES BITCOIN ETF,ProShares Trust,mechanism,physical,options,MEDIUM
BITQ US,BITWISE CRYPTO INDUSTRY INNOVATORS ETF,Bitwise Funds Trust,asset_class,Equity,Crypto,HIGH
BITQ US,BITWISE CRYPTO INDUSTRY INNOVATORS ETF,Bitwise Funds Trust,underlier_name,multi-token crypto,XBITQG,MEDIUM
BITQ US,BITWISE CRYPTO INDUSTRY INNOVATORS ETF,Bitwise Funds Trust,concentration,single,basket,MEDIUM
BITS US,GLOBAL X BLOCKCHAIN & BITCOIN STRATEGY ETF,Global X ETFs/USA,underlier_name,multi-token crypto,Bitcoin,MEDIUM
BITS US,GLOBAL X BLOCKCHAIN & BITCOIN STRATEGY ETF,Global X ETFs/USA,concentration,single,basket,MEDIUM
BITS US,GLOBAL X BLOCKCHAIN & BITCOIN STRATEGY ETF,Global X ETFs/USA,mechanism,physical,options,MEDIUM
BITU US,PROSHARES ULTRA BITCOIN ETF,ProShares Trust,direction,long,neutral,HIGH
BITU US,PROSHARES ULTRA BITCOIN ETF,ProShares Trust,underlier_name,XBTUSD Curncy,Bitcoin,HIGH
BITU US,PROSHARES ULTRA BITCOIN ETF,ProShares Trust,mechanism,physical,swap,HIGH
BITW US,BITWISE 10 CRYPTO INDEX ETF,Bitwise 10 Crypto Index Fund/F,underlier_name,multi-token crypto,BITX,MEDIUM
BITW US,BITWISE 10 CRYPTO INDEX ETF,Bitwise 10 Crypto Index Fund/F,concentration,single,basket,MEDIUM
BITX US,2X BITCOIN STRATEGY ETF,Volatility Shares Trust,direction,long,neutral,HIGH
BITX US,2X BITCOIN STRATEGY ETF,Volatility Shares Trust,underlier_name,XBTUSD Curncy,Bitcoin,HIGH
BITX US,2X BITCOIN STRATEGY ETF,Volatility Shares Trust,mechanism,physical,swap,MEDIUM
BITY US,AMPLIFY BITCOIN 2% MONTHLY OPTION INCOME ETF,Amplify ETF Trust,primary_strategy,Income,Plain Beta,HIGH
BITY US,AMPLIFY BITCOIN 2% MONTHLY OPTION INCOME ETF,Amplify ETF Trust,sub_strategy,Derivative Income > Covered Call,Single-Access,HIGH
BITY US,AMPLIFY BITCOIN 2% MONTHLY OPTION INCOME ETF,Amplify ETF Trust,mechanism,physical,options,MEDIUM
BJAN US,INNOVATOR U.S. EQUITY BUFFER ETF - JANUARY,Innovator ETF Trust,mechanism,physical,options,HIGH
BJAN US,INNOVATOR U.S. EQUITY BUFFER ETF - JANUARY,Innovator ETF Trust,buffer_pct,9.0,500.0,HIGH
BJUL US,INNOVATOR U.S. EQUITY BUFFER ETF - JULY,Innovator ETF Trust,mechanism,physical,options,HIGH
BJUN US,INNOVATOR U.S. EQUITY BUFFER ETF - JUNE,Innovator ETF Trust,mechanism,physical,options,HIGH
BKCH US,GLOBAL X BLOCKCHAIN ETF,Global X ETFs/USA,asset_class,Equity,Crypto,HIGH
BKCH US,GLOBAL X BLOCKCHAIN ETF,Global X ETFs/USA,sub_strategy,Thematic,Single-Access,MEDIUM
BKGI US,BNY MELLON GLOBAL INFRASTRUCTURE INCOME ETF,BNY Mellon ETF Trust,sub_strategy,Thematic,Broad,MEDIUM
BLCN US,SIREN NEXGEN ECONOMY ETF,Siren ETF Trust,sub_strategy,Thematic,Single-Access,MEDIUM
BLOK US,AMPLIFY BLOCKCHAIN TECHNOLOGY ETF,Amplify ETF Trust,asset_class,Equity,Crypto,HIGH
BLOK US,AMPLIFY BLOCKCHAIN TECHNOLOGY ETF,Amplify ETF Trust,sub_strategy,Thematic,Single-Access,MEDIUM
BLOX US,NICHOLAS CRYPTO INCOME ETF,Tidal Trust II,primary_strategy,Income,Plain Beta,HIGH
BLOX US,NICHOLAS CRYPTO INCOME ETF,Tidal Trust II,sub_strategy,Derivative Income > Covered Call,Single-Access,HIGH
BLOX US,NICHOLAS CRYPTO INCOME ETF,Tidal Trust II,mechanism,physical,options,MEDIUM
BLSG US,LEVERAGE SHARES 2X LONG BLSH DAILY ETF,Themes ETF Trust,underlier_name,BLSH US,BLSH,HIGH
BLSG US,LEVERAGE SHARES 2X LONG BLSH DAILY ETF,Themes ETF Trust,mechanism,physical,swap,HIGH
BMAR US,INNOVATOR U.S. EQUITY BUFFER ETF - MARCH,Innovator ETF Trust,mechanism,physical,options,HIGH
BMAR US,INNOVATOR U.S. EQUITY BUFFER ETF - MARCH,Innovator ETF Trust,buffer_pct,9.0,500.0,HIGH
BMAY US,INNOVATOR U.S. EQUITY BUFFER ETF - MAY,Innovator ETF Trust,mechanism,physical,options,HIGH
BMAY US,INNOVATOR U.S. EQUITY BUFFER ETF - MAY,Innovator ETF Trust,buffer_pct,9.0,500.0,HIGH
BMNG US,LEVERAGE SHARES 2X LONG BMNR DAILY ETF,Themes ETF Trust,underlier_name,BMNR US,BMNR,HIGH
BMNG US,LEVERAGE SHARES 2X LONG BMNR DAILY ETF,Themes ETF Trust,mechanism,physical,swap,HIGH
BMNU US,T-REX 2X LONG BMNR DAILY TARGET ETF,ETF Opportunities Trust/REX Sh,underlier_name,BMNR US,BMNR,HIGH
BMNU US,T-REX 2X LONG BMNR DAILY TARGET ETF,ETF Opportunities Trust/REX Sh,mechanism,physical,swap,HIGH
BMNZ US,DEFIANCE DAILY TARGET 2X SHORT BMNR ETF,Tidal Trust II,underlier_name,BMNR US,BMNR,HIGH
BMNZ US,DEFIANCE DAILY TARGET 2X SHORT BMNR ETF,Tidal Trust II,mechanism,physical,swap,HIGH
BMVP US,INVESCO BLOOMBERG MVP MULTI-FACTOR ETF,Invesco Exchange-Traded Fund T,sub_strategy,Thematic,Broad,LOW
BNBR US,REX-OSPREY BNB + STAKING ETF,Rex Shares ETFs/USA,primary_strategy,L&I,Plain Beta,HIGH
BNBR US,REX-OSPREY BNB + STAKING ETF,Rex Shares ETFs/USA,sub_strategy,Long,Single-Access,HIGH
BNBR US,REX-OSPREY BNB + STAKING ETF,Rex Shares ETFs/USA,mechanism,swap,physical,MEDIUM
BNDD US,QUADRATIC DEFLATION ETF,KraneShares Trust,mechanism,physical,options,MEDIUM
BNDI US,NEOS ENHANCED INCOME AGGREGATE BOND ETF,Neos ETF Trust,mechanism,physical,options,MEDIUM
BNDY US,HORIZON CORE BOND ETF,Horizon Funds,primary_strategy,Income,Plain Beta,HIGH
BNDY US,HORIZON CORE BOND ETF,Horizon Funds,sub_strategy,Derivative Income > Covered Call,Broad,HIGH
BNDY US,HORIZON CORE BOND ETF,Horizon Funds,mechanism,physical,options,MEDIUM
BNGE US,FIRST TRUST S-NETWORK STREAMING AND GAMING ETF,First Trust Exchange-Traded Fu,sub_strategy,Thematic,Broad,LOW
BNKD US,MICROSECTORS US BIG BANKS INDEX -3X INVERSE LEVERAGED ETN,BMO ETNs/United States,concentration,single,basket,MEDIUM
BNKD US,MICROSECTORS US BIG BANKS INDEX -3X INVERSE LEVERAGED ETN,BMO ETNs/United States,mechanism,physical,swap,MEDIUM
BNKU US,MICROSECTORS US BIG BANKS 3X LEVERAGED ETN,BMO ETNs/United States,direction,long,neutral,HIGH
BNKU US,MICROSECTORS US BIG BANKS 3X LEVERAGED ETN,BMO ETNs/United States,concentration,single,basket,MEDIUM
BNKU US,MICROSECTORS US BIG BANKS 3X LEVERAGED ETN,BMO ETNs/United States,mechanism,physical,swap,MEDIUM
BNO US,UNITED STATES BRENT OIL FUND LP,United States Commodities ETFs,mechanism,physical,options,MEDIUM
BNOV US,INNOVATOR U.S. EQUITY BUFFER ETF - NOVEMBER,Innovator ETF Trust,mechanism,physical,options,HIGH
BNOV US,INNOVATOR U.S. EQUITY BUFFER ETF - NOVEMBER,Innovator ETF Trust,buffer_pct,9.0,500.0,HIGH
BOAT US,SONICSHARES GLOBAL SHIPPING ETF,Tidal Trust I,sub_strategy,Thematic,Broad,MEDIUM
BOCT US,INNOVATOR U.S. EQUITY BUFFER ETF - OCTOBER,Innovator ETF Trust,mechanism,physical,options,HIGH
BOCT US,INNOVATOR U.S. EQUITY BUFFER ETF - OCTOBER,Innovator ETF Trust,buffer_pct,9.0,500.0,HIGH
BOEG US,LEVERAGE SHARES 2X LONG BA DAILY ETF,Themes ETF Trust,underlier_name,BA US,BA,HIGH
BOEG US,LEVERAGE SHARES 2X LONG BA DAILY ETF,Themes ETF Trust,mechanism,physical,swap,HIGH
BOEU US,DIREXION DAILY BA BULL 2X ETF,Direxion ETFs/USA,underlier_name,BA US,BA,HIGH
BOEU US,DIREXION DAILY BA BULL 2X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
BOIL US,PROSHARES ULTRA BLOOMBERG NATURAL GAS,ProShares Trust II,direction,long,neutral,HIGH
BOIL US,PROSHARES ULTRA BLOOMBERG NATURAL GAS,ProShares Trust II,underlier_name,NGA Comdty,NGA,HIGH
BOIL US,PROSHARES ULTRA BLOOMBERG NATURAL GAS,ProShares Trust II,mechanism,physical,swap,MEDIUM
BOMMF US,DB BASE METALS DOUBLE SHORT EXCHANGE TRADED NOTES,DB ETNs/USA,mechanism,physical,swap,HIGH
BOSXF US,DB BASE METALS SHORT EXCHANGE TRADED NOTES,DB ETNs/USA,mechanism,physical,swap,HIGH
BOTT US,THEMES HUMANOID ROBOTICS ETF,Themes ETF Trust,sub_strategy,Thematic,Sector,MEDIUM
BOXA US,ALPHA ARCHITECT AGGREGATE BOND ETF,EA Series Trust,mechanism,physical,options,MEDIUM
BOXX US,ALPHA ARCHITECT 1-3 MONTH BOX ETF,EA Series Trust,asset_class,Fixed Income,Multi-Asset,HIGH
BOXX US,ALPHA ARCHITECT 1-3 MONTH BOX ETF,EA Series Trust,primary_strategy,Defined Outcome,Plain Beta,HIGH
BOXX US,ALPHA ARCHITECT 1-3 MONTH BOX ETF,EA Series Trust,sub_strategy,Box Spread,Broad,HIGH
BOXX US,ALPHA ARCHITECT 1-3 MONTH BOX ETF,EA Series Trust,mechanism,physical,options,MEDIUM
BPI US,GRAYSCALE BITCOIN PREMIUM INCOME ETF,Grayscale Investments LLC/USA,primary_strategy,Income,Plain Beta,HIGH
BPI US,GRAYSCALE BITCOIN PREMIUM INCOME ETF,Grayscale Investments LLC/USA,sub_strategy,Derivative Income > Covered Call,Single-Access,HIGH
BPI US,GRAYSCALE BITCOIN PREMIUM INCOME ETF,Grayscale Investments LLC/USA,mechanism,physical,options,MEDIUM
BPRO US,BITWISE PROFICIO CURRENCY DEBASEMENT ETF,Bitwise Funds Trust,concentration,single,basket,MEDIUM
BREM US,ISHARES EMERGING MARKETS BOND ACTIVE ETF,iShares ETFs/USA,mechanism,physical,swap,HIGH
BRHY US,ISHARES HIGH YIELD ACTIVE ETF,Blackrock ETF Trust II,mechanism,physical,swap,HIGH
BRKC US,YIELDMAX BRKB OPTION INCOME STRATEGY ETF,Tidal Trust II,concentration,single,basket,MEDIUM
BRKC US,YIELDMAX BRKB OPTION INCOME STRATEGY ETF,Tidal Trust II,mechanism,physical,options,HIGH
BRKU US,DIREXION DAILY BRKB BULL 2X ETF,Direxion ETFs/USA,underlier_name,BRK/B US,BRK/B,HIGH
BRKU US,DIREXION DAILY BRKB BULL 2X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
BRKW US,ROUNDHILL BRKB WEEKLYPAY ETF,Roundhill ETF Trust,sub_strategy,Derivative Income > Covered Call,Derivative Income > 0DTE / Weekly,HIGH
BRKW US,ROUNDHILL BRKB WEEKLYPAY ETF,Roundhill ETF Trust,underlier_name,BRK/B US,BRK/B,HIGH
BRKW US,ROUNDHILL BRKB WEEKLYPAY ETF,Roundhill ETF Trust,mechanism,physical,swap,HIGH
BRZU US,DIREXION DAILY MSCI BRAZIL BULL 2X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
BSEP US,INNOVATOR U.S. EQUITY BUFFER ETF - SEPTEMBER,Innovator ETF Trust,mechanism,physical,options,HIGH
BSEP US,INNOVATOR U.S. EQUITY BUFFER ETF - SEPTEMBER,Innovator ETF Trust,buffer_pct,9.0,500.0,HIGH
BSTP US,INNOVATOR BUFFER STEP-UP STRATEGY ETF,Innovator ETF Trust,mechanism,physical,options,HIGH
BTAL US,AGF US MARKET NEUTRAL ANTI-BETA FUND,AGF Investments Trust,primary_strategy,Risk Mgmt,Plain Beta,HIGH
BTAL US,AGF US MARKET NEUTRAL ANTI-BETA FUND,AGF Investments Trust,sub_strategy,Alternatives,Broad,HIGH
BTCC US,GRAYSCALE BITCOIN COVERED CALL ETF,Grayscale Investments LLC/USA,primary_strategy,Income,Plain Beta,HIGH
BTCC US,GRAYSCALE BITCOIN COVERED CALL ETF,Grayscale Investments LLC/USA,sub_strategy,Derivative Income > Covered Call,Single-Access,HIGH
BTCC US,GRAYSCALE BITCOIN COVERED CALL ETF,Grayscale Investments LLC/USA,mechanism,physical,options,MEDIUM
BTCI US,NEOS BITCOIN HIGH INCOME ETF,Neos ETF Trust,primary_strategy,Income,Plain Beta,HIGH
BTCI US,NEOS BITCOIN HIGH INCOME ETF,Neos ETF Trust,sub_strategy,Derivative Income > Covered Call,Single-Access,HIGH
BTCI US,NEOS BITCOIN HIGH INCOME ETF,Neos ETF Trust,mechanism,physical,options,MEDIUM
BTCK US,7RCC SPOT BITCOIN AND CARBON CREDIT FUTURES ETF,Teucrium Commodity Trust,primary_strategy,L&I,Plain Beta,HIGH
BTCK US,7RCC SPOT BITCOIN AND CARBON CREDIT FUTURES ETF,Teucrium Commodity Trust,sub_strategy,Long,Single-Access,HIGH
BTCK US,7RCC SPOT BITCOIN AND CARBON CREDIT FUTURES ETF,Teucrium Commodity Trust,mechanism,swap,options,MEDIUM
